30377,1,1,0101
30378,1,1,0102
30379,1,1,0201
30380,1,1,0202
30381,1,1,0301
30382,1,1,0302
30383,1,1,0401
30384,1,1,0402
30385,1,1,0501
30386,1,1,0502
30387,1,2,0101
30388,1,2,0102
30389,1,2,0201
30390,1,2,0202
30391,1,2,0301
30392,1,2,0302
30393,1,2,0401
30394,1,2,0402
30395,1,2,0501
30396,1,2,0502
30397,1,3,0101
30398,1,3,0102
30399,1,3,0201
30400,1,3,0202
30401,1,3,0301
30402,1,3,0302
30403,1,3,0401
30404,1,3,0402
30405,1,3,0501
30406,1,3,0502
30407,1,4,0101
30408,1,4,0102
30409,1,4,0201
30410,1,4,0202
30411,1,4,0301
30412,1,4,0302
30413,1,4,0401
30414,1,4,0402
30415,1,4,0501
30416,1,4,0502
30417,1,5,0101
30418,1,5,0102
30419,1,5,0201
30420,1,5,0202
30421,1,5,0301
30422,1,5,0302
30423,1,5,0401
30424,1,5,0402
30425,1,5,0501
30426,1,5,0502
30427,2,1,0101
30428,2,1,0102
30429,2,1,0201
30430,2,1,0202
30431,2,1,0301
30432,2,1,0302
30433,2,1,0401
30434,2,1,0402
30435,2,1,0501
30436,2,1,0502
30437,2,2,0101
30438,2,2,0102
30439,2,2,0201
30440,2,2,0202
30441,2,2,0301
30442,2,2,0302
30443,2,2,0401
30444,2,2,0402
30445,2,2,0501
30446,2,2,0502
30447,2,3,0101
30448,2,3,0102
30449,2,3,0201
30450,2,3,0202
30451,2,3,0301
30452,2,3,0302
30453,2,3,0401
30454,2,3,0402
30455,2,3,0501
30456,2,3,0502
30457,3,1,0101
30458,3,1,0102
30459,3,1,0201
30460,3,1,0202
30461,3,1,0301
30462,3,1,0302
30463,3,1,0401
30464,3,1,0402
30465,3,1,0501
30466,3,1,0502
30467,4,1,0102
30468,4,1,0201
30469,4,1,0202
30470,4,1,0301
30471,4,1,0302
30472,4,1,0401
30473,4,1,0402
30474,4,1,0501
30475,4,1,0502
30476,4,2,0101
30477,4,2,0102
30478,4,2,0201
30479,4,2,0202
30480,4,2,0301
30481,4,2,0302
30482,4,2,0401
30483,4,2,0402
30484,4,2,0501
30485,4,2,0502
30486,4,3,0201
30487,4,3,0202
30488,4,3,0301
30489,4,3,0302
30490,4,3,0401
30491,4,3,0402
30492,4,3,0501
30493,4,3,0502
30494,5,1,0101
30495,5,1,0201
30496,5,1,0202
30497,5,1,0301
30498,5,1,0302
30499,5,1,0401
30500,5,1,0402
30501,5,1,0501
30502,5,1,0502
30503,6,1,0102
30504,6,1,0201
30505,6,1,0202
30506,6,1,0301
30507,6,1,0302
30508,6,1,0401
30509,6,1,0402
30510,6,1,0501
30511,6,1,0502
30512,6,2,0101
30513,6,2,0102
30514,6,2,0201
30515,6,2,0202
30516,6,2,0301
30517,6,2,0302
30518,6,2,0401
30519,6,2,0402
30520,6,2,0501
30521,6,2,0502
30522,6,3,0101
30523,6,3,0201
30524,6,3,0202
30525,6,3,0301
30526,6,3,0302
30527,6,3,0401
30528,6,3,0402
30529,6,3,0501
30530,6,3,0502
30531,7,1,0101
30532,7,1,0201
30533,7,1,0202
30534,7,1,0301
30535,7,1,0302
30536,7,1,0401
30537,7,1,0402
30538,7,1,0501
30539,7,1,0502
30540,8,1,0102
30541,8,1,0201
30542,8,1,0202
30543,8,1,0301
30544,8,1,0302
30545,8,1,0401
30546,8,1,0402
30547,8,1,0501
30548,8,1,0502
30549,8,2,0201
30550,8,2,0202
30551,8,2,0301
30552,8,2,0302
30553,8,2,0401
30554,8,2,0402
30555,8,2,0501
30556,8,2,0502
30557,9,1,0101
30558,9,1,0102
30559,9,1,0201
30560,9,1,0202
30561,9,1,0301
30562,9,1,0302
30563,9,1,0401
30564,9,1,0402
30565,9,1,0501
30566,9,1,0502
30567,9,2,0101
30568,9,2,0201
30569,9,2,0202
30570,9,2,0301
30571,9,2,0302
30572,9,2,0401
30573,9,2,0402
30574,9,2,0501
30575,9,2,0502
30576,10,1,0201
30577,10,1,0202
30578,10,1,0301
30579,10,1,0302
30580,10,1,0401
30581,10,1,0402
30582,10,1,0501
30583,10,1,0502
30584,10,2,0201
30585,10,2,0202
30586,10,2,0301
30587,10,2,0302
30588,10,2,0401
30589,10,2,0402
30590,10,2,0501
30591,10,2,0502
30592,11,1,0101
30593,11,1,0102
30594,11,1,0201
30595,11,1,0202
30596,11,1,0301
30597,11,1,0302
30598,11,1,0401
30599,11,1,0402
30600,11,1,0501
30601,11,1,0502
30602,11,2,0101
30603,11,2,0102
30604,11,2,0201
30605,11,2,0202
30606,11,2,0301
30607,11,2,0302
30608,11,2,0401
30609,11,2,0402
30610,11,2,0501
30611,11,2,0502
30612,12,1,0101
30613,12,1,0102
30614,12,1,0201
30615,12,1,0202
30616,12,1,0301
30617,12,1,0302
30618,12,1,0401
30619,12,1,0402
30620,12,1,0501
30621,12,1,0502
30622,12,2,0101
30623,12,2,0201
30624,12,2,0202
30625,12,2,0301
30626,12,2,0302
30627,12,2,0401
30628,12,2,0402
30629,12,2,0501
30630,12,2,0502
30631,13,1,0101
30632,13,1,0102
30633,13,1,0201
30634,13,1,0202
30635,13,1,0301
30636,13,1,0302
30637,13,1,0401
30638,13,1,0402
30639,13,1,0501
30640,13,1,0502
30641,13,2,0101
30642,13,2,0201
30643,13,2,0202
30644,13,2,0301
30645,13,2,0302
30646,13,2,0401
30647,13,2,0402
30648,13,2,0501
30649,13,2,0502
30650,15,1,0101
30651,15,1,0201
30652,15,1,0202
30653,15,1,0301
30654,15,1,0302
30655,15,1,0401
30656,15,1,0402
