9216,1010101
9908,3010101
9909,3010102
9910,3010201
9911,3010202
9912,3010301
9913,3010302
9914,3010401
9915,3010402
9916,3010501
9917,3010502
9918,3010601
9919,3010602
9920,3010701
9921,3010702
9922,3010801
9923,3010802
9924,3010901
9925,3010902
10314,3011001
10315,3011002
10316,3011101
10317,3011102
10318,3011201
10319,3011202
10320,3011301
10321,3011302
10322,3011401
10323,3011402
9926,4010101
9927,4010102
9928,4010201
9929,4010202
9930,4010301
9931,4010302
9932,4010401
9933,4010402
9934,4010501
9935,4010502
9936,4010601
9937,4010602
9938,4010701
9939,4010702
9940,4010801
9941,4010802
9942,4010901
9943,4010902
10324,4011001
10325,4011002
10326,4011101
10327,4011102
10328,4011201
10329,4011202
9944,5010101
9945,5010102
9946,5010201
9947,5010202
9948,5010301
9949,5010302
9950,5010401
9951,5010402
9952,5010501
9953,5010502
9954,5010601
9955,5010602
9956,5010701
9957,5010702
9958,5010801
9959,5010802
9960,5010901
9961,5010902
10330,5011001
10331,5011002
10332,5011101
10333,5011102
10334,5011201
10335,5011202
9962,6010101
9963,6010102
9964,6010201
9965,6010202
9966,6010301
9967,6010302
9968,6010401
9969,6010402
9970,6010501
9971,6010502
9972,6010601
9973,6010602
9974,6010701
9975,6010702
9976,6010801
9977,6010802
9978,6010901
9979,6010902
10336,6011001
10337,6011002
10338,6011101
10339,6011102
10340,6011201
10341,6011202
10342,6011301
10343,6011302
10344,6011401
10345,6011402
9980,9010201
9981,9010202
9982,9010301
9983,9010302
9984,9010401
9985,9010402
9986,9010501
9987,9010502
9988,9010601
9989,9010602
9990,9010701
9991,9010702
9992,9010801
9993,9010802
9994,9010901
9995,9010902
10346,9011001
10347,9011002
10348,9011101
10349,9011102
10350,9011201
10351,9011202
10352,9011301
10353,9011302
10354,9011401
10355,9011402
10356,9011501
10357,9011502
10358,9011601
10359,9011602
10360,9011701
10361,9011702
10362,9011801
10363,9011802
10364,9011901
10365,9011902
10366,9012001
10367,9012002
10368,9012101
10369,9012102
10370,9012201
10371,9012202
10372,9012301
10373,9012302
10374,9012401
10375,9012402
9996,10010201
9997,10010202
9998,10010301
9999,10010302
10000,10010401
10001,10010402
10002,10010501
10003,10010502
10004,10010601
10005,10010602
10006,10010701
10007,10010702
10008,10010801
10009,10010802
10010,10010901
10011,10010902
10376,10011001
10377,10011002
10378,10011101
10379,10011102
10380,10011201
10381,10011202
10382,10011301
10383,10011302
10384,10011401
10385,10011402
10386,10011501
10387,10011502
10388,10011601
10389,10011602
10390,10011701
10391,10011702
10392,10011801
10393,10011802
10394,10011901
10395,10011902
10396,10012001
10397,10012002
10398,10012101
10399,10012102
10400,10012201
10401,10012202
10402,10012301
10403,10012302
10404,10012401
10405,10012402
10012,11010101
10013,11010102
10014,11010201
10015,11010202
10016,11010301
10017,11010302
10018,11010401
10019,11010402
10020,11010501
10021,11010502
10022,11010601
10023,11010602
10024,11010701
10025,11010702
10026,11010801
10027,11010802
10028,11010901
10029,11010902
10406,11011001
10407,11011002
10408,11011101
10409,11011102
10410,11011201
10411,11011202
10412,11011301
10413,11011302
10414,11011401
10415,11011402
10416,11011501
10417,11011502
10418,11011601
10419,11011602
10420,11011701
10421,11011702
10030,12010101
10031,12010102
10032,12010201
10033,12010202
10034,12010301
10035,12010302
10036,12010401
10037,12010402
10038,12010501
10039,12010502
10040,12010601
10041,12010602
10042,12010701
10043,12010702
10044,12010801
