481,1,1,0101
425,1,1,0102
2,1,1,0201
426,1,1,0202
3,1,1,0301
427,1,1,0302
4,1,1,0401
428,1,1,0402
5,1,1,0501
429,1,1,0502
6,1,1,0601
430,1,1,0602
7,1,1,0701
431,1,1,0702
8,1,1,0801
432,1,1,0802
9,1,1,0901
433,1,1,0902
10,1,1,1001
434,1,1,1002
11,1,1,1101
435,1,1,1102
12,1,1,1201
436,1,1,1202
13,1,1,1301
437,1,1,1302
14,1,1,1401
438,1,1,1402
15,1,1,1501
439,1,1,1502
16,1,1,1601
440,1,1,1602
17,1,1,1701
441,1,1,1702
442,1,2,0101
462,1,2,0102
443,1,2,0201
463,1,2,0202
444,1,2,0301
20,1,2,0302
445,1,2,0401
465,1,2,0402
446,1,2,0501
466,1,2,0502
447,1,2,0601
467,1,2,0602
448,1,2,0701
468,1,2,0702
449,1,2,0801
469,1,2,0802
450,1,2,0901
470,1,2,0902
451,1,2,1001
471,1,2,1002
452,1,2,1101
28,1,2,1102
453,1,2,1201
473,1,2,1202
454,1,2,1301
474,1,2,1302
455,1,2,1401
475,1,2,1402
456,1,2,1501
476,1,2,1502
457,1,2,1601
477,1,2,1602
458,1,2,1701
478,1,2,1702
459,1,2,1801
479,1,2,1802
35,2,1,0101
303,2,1,0102
36,2,1,0201
304,2,1,0202
37,2,1,0301
305,2,1,0302
38,2,1,0401
306,2,1,0402
39,2,1,0501
307,2,1,0502
40,2,1,0601
308,2,1,0602
41,2,1,0701
309,2,1,0702
42,2,1,0801
310,2,1,0802
43,2,1,0901
311,2,1,0902
44,2,1,1001
312,2,1,1002
482,2,2,0101
45,2,2,0102
483,2,2,0201
46,2,2,0202
484,2,2,0301
47,2,2,0302
485,2,2,0401
48,2,2,0402
486,2,2,0501
49,2,2,0502
487,2,2,0601
50,2,2,0602
488,2,2,0701
51,2,2,0702
489,2,2,0801
52,2,2,0802
490,2,2,0901
53,2,2,0902
491,2,2,1001
54,2,2,1002
55,3,1,0101
65,3,1,0102
56,3,1,0201
66,3,1,0202
57,3,1,0301
67,3,1,0302
58,3,1,0401
68,3,1,0402
59,3,1,0501
69,3,1,0502
60,3,1,0601
70,3,1,0602
61,3,1,0701
71,3,1,0702
62,3,1,0801
72,3,1,0802
63,3,1,0901
73,3,1,0902
64,3,1,1001
74,3,1,1002
75,4,1,0101
85,4,1,0102
76,4,1,0201
86,4,1,0202
77,4,1,0301
87,4,1,0302
78,4,1,0401
88,4,1,0402
79,4,1,0501
89,4,1,0502
80,4,1,0601
90,4,1,0602
81,4,1,0701
91,4,1,0702
82,4,1,0801
92,4,1,0802
83,4,1,0901
93,4,1,0902
84,4,1,1001
94,4,1,1002
285,5,1,0101
294,5,1,0102
286,5,1,0201
295,5,1,0202
287,5,1,0301
296,5,1,0302
288,5,1,0401
297,5,1,0402
289,5,1,0501
298,5,1,0502
290,5,1,0601
299,5,1,0602
291,5,1,0701
300,5,1,0702
292,5,1,0801
301,5,1,0802
293,5,1,0901
302,5,1,0902
95,6,1,0101
109,6,1,0102
96,6,1,0201
110,6,1,0202
97,6,1,0301
111,6,1,0302
98,6,1,0401
112,6,1,0402
99,6,1,0501
113,6,1,0502
100,6,1,0601
114,6,1,0602
101,6,1,0701
115,6,1,0702
102,6,1,0801
116,6,1,0802
103,6,1,0901
117,6,1,0902
104,6,1,1001
118,6,1,1002
105,6,1,1101
119,6,1,1102
106,6,1,1201
120,6,1,1202
107,6,1,1301
121,6,1,1302
108,6,1,1401
122,6,1,1402
492,6,1,1501
493,6,1,1502
123,6,2,0101
137,6,2,0102
124,6,2,0201
138,6,2,0202
125,6,2,0301
139,6,2,0302
126,6,2,0401
