1,6,1
4,6,1
5,6,1
6,6,1
7,3,1
8,6,1
9,2,1
10,4,1
11,6,18
13,7,13
15,7,9
16,7,10
17,7,2
18,7,2
19,7,2
20,7,1
21,6,20
22,6,20
24,4,20
25,3,20
26,6,2
27,7,2
28,6,2
29,9,2
30,7,2
31,9,2
32,2,2
33,3,2
34,4,2
35,4,2
36,3,2
37,4,2
38,5,2
39,4,2
40,4,2
41,1,2
42,4,2
43,4,2
44,4,2
45,6,2
46,4,2
47,4,2
48,2,2
49,4,2
50,7,20
51,2,20
69,6,5
70,4,9
71,6,5
72,6,2
73,6,5
74,7,5
75,9,5
76,3,13
77,2,5
78,4,5
79,6,1
80,7,5
81,6,5
82,4,19
83,4,19
84,4,5
85,4,5
86,4,19
87,4,5
88,4,5
89,4,19
90,4,5
91,3,19
92,4,5
93,6,5
94,4,5
95,2,5
96,4,5
97,4,5
98,4,5
99,6,5
100,2,19
101,2,5
102,4,5
103,2,5
104,6,9
105,7,5
106,3,5
107,7,5
108,4,16
109,4,5
110,4,5
111,6,5
112,5,5
113,3,5
114,5,5
115,4,5
116,4,5
117,4,5
118,7,5
119,6,19
120,6,14
121,4,5
122,4,5
123,6,13
124,2,19
125,4,10
126,4,19
127,5,5
128,2,5
129,8,5
130,4,5
131,4,17
132,4,5
133,4,14
134,6,12
135,2,5
136,2,5
137,4,5
138,2,5
139,4,9
140,2,5
141,4,5
142,6,5
143,9,5
144,6,5
145,4,5
146,4,10
147,1,19
148,4,5
149,4,5
150,7,10
151,2,19
152,4,5
153,4,5
154,4,19
155,4,13
156,7,5
157,2,17
158,4,19
159,3,19
160,1,19
161,4,5
162,6,5
163,4,5
164,2,19
165,6,5
166,2,19
167,4,5
168,4,17
169,4,5
170,6,5
171,4,19
172,4,5
173,4,19
174,4,5
175,4,5
176,2,19
177,4,5
178,4,5
179,6,5
180,4,5
181,4,19
182,4,5
183,6,5
184,7,5
185,6,5
186,2,19
187,4,19
188,6,19
189,4,5
190,4,5
191,2,5
192,2,19
193,4,5
194,4,5
195,4,5
196,2,19
197,6,18
198,4,5
199,4,5
200,4,5
201,2,5
202,2,5
203,6,5
204,4,5
205,6,5
206,4,5
207,5,5
208,4,19
209,3,5
210,2,5
211,2,5
212,4,15
213,4,5
214,4,2
215,4,5
216,3,10
217,4,5
218,6,5
219,2,5
220,3,9
221,6,5
222,4,5
223,4,9
224,4,12
225,4,19
226,4,5
227,6,2
228,6,5
229,7,5
230,3,5
231,3,5
232,6,5
233,2,9
234,4,5
235,6,5
236,2,5
237,6,5
238,4,19
239,4,5
240,4,5
241,4,10
242,7,5
243,4,5
244,6,10
245,4,5
246,2,5
247,4,5
248,4,5
249,4,16
250,6,9
251,2,12
252,4,5
253,2,5
254,4,5
255,3,19
256,4,5
257,4,19
258,6,19
259,4,14
260,4,5
261,9,5
262,2,5
263,4,5
264,4,19
265,3,5
266,2,5
267,4,14
268,4,5
269,4,5
270,2,10
271,2,5
272,4,5
273,6,17
274,2,5
275,4,13
276,4,5
277,6,5
278,4,19
279,2,19
280,2,5
281,6,5
282,6,5
283,4,10
284,4,19
285,2,5
286,3,5
287,4,12
288,2,5
289,6,9
290,6,14
291,7,5
292,1,5
293,3,5
294,2,19
295,4,10
296,4,5
297,7,5
298,6,10
299,2,5
300,4,5
301,7,5
302,6,5
303,6,9
304,6,5
305,2,5
306,4,16
307,6,5
308,4,5
309,2,5
310,6,2
311,2,5
312,4,5
313,6,5
314,6,5
315,4,5
316,4,5
317,1,5
318,2,19
319,4,5
320,7,5
321,6,9
322,6,5
323,4,5
324,3,12
325,4,5
326,7,9
327,4,5
328,4,14
329,4,5
330,6,19
331,2,5
332,6,5
333,4,5
334,4,5
335,4,19
336,2,5
337,9,5
338,2,5
339,6,18
340,2,19
341,4,5
342,2,19
343,6,16
344,4,10
345,7,5
346,4,5
347,7,5
348,4,5
349,2,19
350,4,5
351,3,5
352,7,5
353,6,15
354,4,5
355,4,5
356,4,19
357,2,5
358,2,5
359,6,18
360,4,13
361,2,5
362,3,19
363,2,5
364,4,16
365,5,5
366,6,12
367,4,5
368,2,5
369,4,5
370,4,5
371,4,5
372,2,5
373,7,2
374,4,16
375,4,5
376,3,19
377,2,5
378,4,5
379,4,5
380,7,5
381,2,5
382,4,5
383,4,19
384,1,19
385,4,5
386,4,5
387,4,15
388,4,19
389,7,5
390,4,5
391,4,17
392,3,5
393,7,2
394,7,5
395,9,5
396,1,19
397,7,1
398,3,17
399,4,5
400,5,5
401,6,5
402,4,10
403,2,19
404,4,12
405,6,18
406,6,16
407,1,5
408,4,5
409,3,18
410,9,5
411,4,5
412,3,10
413,2,5
414,4,19
415,1,5
416,4,5
417,7,5
418,4,5
419,4,5
420,6,5
421,4,9
422,4,9
423,1,5
424,4,5
425,4,5
426,2,5
427,4,5
428,2,5
429,4,14
430,4,5
431,2,5
432,2,5
433,4,5
434,7,10
435,4,5
436,4,19
437,2,5
438,4,19
439,4,19
440,4,10
441,4,9
442,6,5
443,4,5
444,2,5
445,4,5
446,6,13
447,4,9
448,1,5
449,7,5
450,2,19
451,4,5
452,2,19
453,3,13
454,2,19
455,6,5
456,1,5
457,4,5
458,7,5
459,2,5
460,4,17
461,4,14
462,4,5
463,6,5
464,4,5
465,7,10
466,4,5
467,6,5
468,3,5
469,7,9
470,2,5
471,4,19
472,4,5
473,7,5
474,5,5
475,5,5
476,4,5
477,2,5
478,4,5
479,6,5
480,4,5
481,4,5
482,2,5
483,4,5
484,2,5
485,6,18
486,2,18
487,2,5
488,6,5
489,4,5
490,2,19
491,4,5
492,5,5
493,4,5
494,4,5
495,5,5
496,6,2
497,4,5
498,3,5
499,3,19
500,4,13
501,2,5
502,2,19
503,4,5
504,7,9
505,1,19
506,1,5
507,6,18
508,4,9
509,4,5
510,2,5
511,4,19
512,7,5
513,1,5
514,2,5
515,4,5
516,7,5
517,2,5
518,4,5
519,2,5
520,3,5
521,6,19
522,4,5
523,6,5
524,7,5
525,4,5
526,6,10
527,4,5
528,4,5
529,2,5
530,4,5
531,2,5
532,4,5
533,6,18
534,4,19
535,4,5
536,2,5
537,6,5
538,6,19
539,4,5
540,4,5
541,6,5
542,1,5
543,6,5
544,7,10
545,4,5
546,6,5
547,3,5
548,3,5
549,2,5
550,4,5
551,6,10
552,4,10
553,4,9
554,2,5
555,2,5
556,9,5
557,2,5
558,4,5
559,4,5
560,4,19
561,6,5
562,4,9
563,2,5
564,4,5
565,2,19
566,1,5
567,7,10
568,4,5
569,7,5
570,6,12
571,4,5
572,4,5
573,4,9
574,4,19
575,4,19
576,4,5
577,4,19
578,7,5
579,4,19
580,4,5
581,7,5
582,4,5
583,3,16
584,4,19
585,4,18
586,7,5
587,6,13
588,7,5
589,9,5
590,2,19
591,3,5
592,2,5
593,2,19
594,2,5
595,3,18
596,7,10
597,6,5
598,4,12
599,3,5
600,4,16
601,5,5
602,4,5
603,6,5
604,2,15
605,4,5
606,4,13
607,2,5
608,4,5
609,5,5
610,4,15
611,2,5
612,7,5
613,7,5
614,4,5
615,4,5
616,4,5
617,2,5
618,4,5
619,3,5
620,2,5
621,4,17
622,4,5
623,4,5
624,3,5
625,6,18
626,2,19
