660602,373898,391.60
660610,373905,2706.00
660612,373906,110.00
660614,373908,105.60
660627,373920,96.80
660632,373924,193.60
660642,373934,2948.40
660650,373941,82555.20
660652,373942,6101.55
660653,373943,3545.10
660654,373944,1312.74
660667,373956,1158.30
660672,373960,6742.71
19303,387592,101.20
19304,387593,123.20
19305,387594,66.00
19306,387595,22.00
19307,387596,136.40
19308,387597,660.00
19309,387598,8.80
19310,387599,83.60
19311,387600,545.60
19312,387601,264.00
19313,387602,413.60
19314,387603,1276.00
19315,387604,259.60
19316,387605,105.60
19346,387615,35.20
19347,387616,66.00
19348,387617,26.40
19349,387618,4.40
19350,387619,61.60
19351,387620,330.00
19352,387621,92.40
19353,387622,52.80
19354,387623,330.00
19355,387624,79.20
19356,387625,79.20
19357,387626,646.80
19358,387627,44.00
19359,387628,22.00
19360,387629,378.40
61783,387638,35.20
61784,387639,74.80
61785,387640,30.80
61786,387641,4.40
61787,387642,88.00
61788,387643,356.40
61789,387644,88.00
61790,387645,52.80
61791,387646,382.80
61792,387647,215.60
61793,387648,92.40
61794,387649,875.60
61795,387650,74.80
61796,387651,22.00
61797,387652,176.00
92507,387662,66.00
92509,387665,74.80
92510,387666,321.20
92511,387667,22.00
92512,387668,52.80
92513,387669,281.60
92514,387670,211.20
92515,387671,132.00
92516,387672,1126.40
92517,387673,70.40
92518,387674,13.20
92519,387675,136.40
92613,387685,35.20
92615,387687,4.40
92616,387688,57.20
92617,387689,268.40
92619,387691,30.80
92620,387692,299.20
92621,387693,211.20
92622,387694,101.20
92623,387695,629.20
92624,387696,48.40
92625,387697,13.20
92626,387698,114.40
105435,387708,79.20
105437,387710,8.80
105438,387711,39.60
105439,387712,162.80
105440,387713,158.40
105441,387714,48.40
105442,387715,290.40
105443,387716,114.40
105444,387717,66.00
105445,387718,866.80
105446,387719,79.20
105447,387720,17.60
105448,387721,136.40
129830,387731,83.60
129832,387733,4.40
129833,387734,35.20
129834,387735,215.60
129835,387737,48.40
129836,387738,79.20
129837,387739,70.40
129838,387740,74.80
129839,387741,1289.20
129840,387742,74.80
129842,387744,158.40
129843,387746,347.60
130919,387754,118.80
130920,387755,39.60
130921,387757,48.40
130922,387758,277.20
130924,387762,101.20
130925,387763,83.60
130926,387764,1887.60
130927,387765,105.60
130928,387767,162.80
130929,387769,532.40
148493,387777,110.00
148494,387778,30.80
148495,387779,13.20
148496,387780,30.80
148497,387781,228.80
148499,387785,74.80
148500,387786,74.80
148501,387788,83.60
148502,387790,149.60
148503,387792,453.20
148504,387793,1482.80
148505,387794,1381.60
160249,387800,110.00
160250,387801,35.20
160251,387803,228.80
160252,387804,259.60
160253,387805,255.20
160254,387809,96.80
160255,387810,2899.60
160256,387811,118.80
160257,387813,184.80
394011,387823,26.40
394012,387824,44.00
394013,387826,171.60
394014,387827,220.00
394015,387828,22.00
394016,387829,281.60
394017,387831,237.80
394018,387832,92.40
394019,387833,3753.40
394020,387834,88.00
394021,387836,176.00
394022,387838,1258.40
394023,387839,1909.60
394024,387840,770.00
474310,387846,233.20
474311,387847,44.00
474312,387848,22.00
474313,387849,171.60
474314,387850,268.40
474315,387851,167.20
474317,387853,88.00
474318,387854,88.00
474319,387855,74.80
474320,387856,1843.60
474321,387857,435.60
474323,387859,167.20
474325,387861,101.20
474383,387868,8.80
474384,387869,220.00
474385,387870,26.40
474386,387871,4.40
474387,387872,57.20
474388,387873,17.60
474389,387874,110.00
474390,387875,39.60
474391,387876,48.40
474392,387877,66.00
474393,387878,48.40
474394,387879,1843.60
474395,387880,426.80
474396,387881,8.80
474397,387882,101.20
474398,387883,26.40
493560,387891,22.00
493562,387893,44.00
493564,387895,66.00
493566,387897,259.60
493567,387898,70.40
493569,387900,184.80
493570,387901,74.80
493573,387904,228.80
493574,387905,215.60
517169,387914,13.20
517171,387916,35.20
517173,387918,57.20
517175,387920,198.00
517176,387921,52.80
517178,387923,154.00
517179,387924,79.20
517182,387927,391.60
517183,387928,145.20
606065,387938,17.60
606074,387947,79.20
606081,387954,717.20
606096,387970,88.00
606103,387977,572.00
659062,387989,334.40
659074,388001,378.40
19317,388282,1285.20
19318,388283,2601.00
19319,388284,8212.02
19320,388285,1772.76
19321,388286,2766.24
19322,388287,4702.20
19323,388288,980.22
19324,388289,2169.54
19325,388290,6444.36
19326,388291,4432.92
19327,388292,29896.20
19328,388293,34333.20
19329,388294,5470.26
19330,388295,5610.00
19331,388305,283.56
19332,388306,1208.70
19333,388307,2905.98
19334,388308,157.08
19335,388309,1661.58
19336,388310,1876.80
19337,388311,570.18
19338,388312,860.88
19339,388313,1270.92
19340,388314,404.94
19341,388315,3427.20
19342,388316,7711.20
19343,388317,1687.08
19344,388318,155.04
19345,388319,3967.38
61799,388328,446.76
61800,388329,2474.52
61801,388330,3424.14
61802,388331,330.48
61803,388332,3237.48
61804,388333,2920.26
61805,388334,1476.96
61806,388335,1331.10
61807,388336,3986.16
61808,388337,1433.10
61809,388338,5385.60
61810,388339,20134.80
61811,388340,2856.00
61812,388341,188.70
61813,388342,4921.56
92520,388351,1460.64
92521,388352,3508.80
92523,388355,3527.16
92524,388356,3213.00
92525,388357,1541.22
92526,388358,1880.88
92527,388359,2866.20
92528,388360,2031.84
92529,388361,6334.20
92530,388362,27234.00
92531,388363,3112.02
92532,388364,220.32
92533,388365,5859.00
92598,388374,1853.34
92599,388375,2144.04
92601,388377,793.56
92602,388378,3938.22
92603,388379,3255.84
92605,388381,1602.42
92606,388382,1783.98
92607,388383,1999.20
92608,388384,7038.00
92609,388385,19216.80
92610,388386,2252.16
92611,388387,128.52
92612,388388,7047.54
105419,388397,860.88
105420,388398,1526.94
105422,388400,173.40
105423,388401,1560.60
105424,388402,2330.70
105425,388403,816.00
105426,388404,751.74
105427,388405,1579.98
105428,388406,1280.10
105429,388407,4222.80
105430,388408,19094.40
105431,388409,1910.46
105432,388410,82.62
105433,388411,3163.86
105434,388413,8770.98
129814,388420,566.10
129815,388421,936.36
129817,388423,140.76
129818,388424,785.40
129819,388425,1596.30
129820,388426,2182.96
129821,388427,497.76
129822,388428,705.84
129823,388429,1208.70
129824,388430,2815.20
129825,388431,22644.00
129826,388432,1570.80
129827,388433,156.06
129829,388436,2359.26
130930,388443,546.72
130931,388444,1503.48
130932,388445,3638.34
130933,388447,943.50
130934,388448,2287.86
130936,388450,878.22
130937,388452,2417.40
130938,388453,4896.00
130939,388454,33966.00
130940,388455,1411.68
130941,388456,105.06
130943,388459,3124.26
148522,388466,505.92
148523,388467,1461.66
148524,388468,3379.26
148525,388469,369.24
148526,388470,604.86
148527,388471,2052.24
148529,388473,749.70
148530,388475,2419.44
148531,388476,4467.60
148532,388477,31701.60
148533,388478,1383.12
148534,388480,6327.72
148535,388482,2183.82
148536,388483,19659.48
148537,388484,1016.94
160235,388489,966.96
