106,0,0,0,0.01,0.01
107,0,0,0,882.84,882.84
108,0,0,0,699.25,699.25
109,0,0,0,684.39,684.39
110,0,0,0,699.25,699.25
111,0,0,0,684.39,684.39
112,0,0,0,699.25,699.25
113,0,0,0,684.39,684.39
114,0,0,0,745.56,745.56
115,0,0,0,729.72,729.72
116,0,0,0,745.56,745.56
117,0,0,0,729.72,729.72
118,0,0,0,745.56,745.56
119,0,0,0,729.72,729.72
120,0,0,0,745.56,745.56
121,0,0,0,729.72,729.72
122,0,0,0,745.56,745.56
123,0,0,0,729.72,729.72
124,0,0,0,745.56,745.56
125,0,0,0,729.72,729.72
126,0,0,0,745.56,745.56
127,0,0,0,729.72,729.72
128,0,0,0,791.87,791.87
129,0,0,0,775.04,775.04
130,0,0,0,791.87,791.87
131,0,0,0,775.04,775.04
132,0,0,0,791.87,791.87
133,0,0,0,775.04,775.04
134,0,0,0,791.87,791.87
135,0,0,0,775.04,775.04
136,0,0,0,791.87,791.87
137,0,0,0,775.04,775.04
138,0,0,0,1321.18,1321.18
139,0,0,0,1288.55,1288.55
140,0,0,0,762.33,762.33
142,0,0,0,695.13,695.13
143,0,0,0,699.57,699.57
144,0,0,0,695.13,695.13
145,0,0,0,699.57,699.57
146,0,0,0,695.13,695.13
147,0,0,0,699.57,699.57
148,0,0,0,741.16,741.16
149,0,0,0,745.9,745.9
150,0,0,0,741.16,741.16
151,0,0,0,745.9,745.9
152,0,0,0,741.16,741.16
153,0,0,0,745.9,745.9
154,0,0,0,741.16,741.16
155,0,0,0,745.9,745.9
156,0,0,0,741.16,741.16
157,0,0,0,745.9,745.9
158,0,0,0,741.16,741.16
159,0,0,0,745.9,745.9
160,0,0,0,741.16,741.16
161,0,0,0,745.9,745.9
162,0,0,0,787.2,787.2
163,0,0,0,792.23,792.23
164,0,0,0,787.2,787.2
165,0,0,0,792.23,792.23
166,0,0,0,787.2,787.2
167,0,0,0,792.23,792.23
168,0,0,0,787.2,787.2
169,0,0,0,792.23,792.23
170,0,0,0,787.2,787.2
171,0,0,0,792.23,792.23
172,0,0,0,787.2,787.2
173,0,0,0,792.23,792.23
174,0,0,0,1311.18,1311.18
175,0,0,0,1320.56,1320.56
176,0,0,0,677.61,677.61
177,0,0,0,725.05,725.05
178,0,0,0,774.63,774.63
179,0,0,0,738.3,738.3
180,0,0,0,774.63,774.63
181,0,0,0,738.3,738.3
182,0,0,0,774.63,774.63
183,0,0,0,738.3,738.3
184,0,0,0,825.93,825.93
185,0,0,0,787.19,787.19
186,0,0,0,825.93,825.93
187,0,0,0,787.19,787.19
188,0,0,0,825.93,825.93
189,0,0,0,787.19,787.19
190,0,0,0,825.93,825.93
191,0,0,0,787.19,787.19
192,0,0,0,825.93,825.93
193,0,0,0,787.19,787.19
194,0,0,0,1327.48,1327.48
195,0,0,0,1306.03,1306.03
196,0,0,0,725.05,725.05
197,0,0,0,677.61,677.61
198,0,0,0,738.3,738.3
199,0,0,0,774.63,774.63
200,0,0,0,738.3,738.3
201,0,0,0,774.63,774.63
202,0,0,0,738.3,738.3
203,0,0,0,774.63,774.63
204,0,0,0,787.19,787.19
205,0,0,0,825.93,825.93
206,0,0,0,787.19,787.19
207,0,0,0,825.93,825.93
208,0,0,0,787.19,787.19
209,0,0,0,825.93,825.93
210,0,0,0,787.19,787.19
211,0,0,0,825.93,825.93
212,0,0,0,787.19,787.19
213,0,0,0,825.93,825.93
214,0,0,0,1306.03,1306.03
215,0,0,0,1327.48,1327.48
216,0,0,0,677.73,677.73
217,0,0,0,729.17,729.17
218,0,0,0,773.63,773.63
219,0,0,0,741.74,741.74
220,0,0,0,773.63,773.63
221,0,0,0,741.74,741.74
222,0,0,0,773.63,773.63
223,0,0,0,741.74,741.74
224,0,0,0,824.87,824.87
225,0,0,0,790.86,790.86
226,0,0,0,824.87,824.87
227,0,0,0,790.86,790.86
228,0,0,0,824.87,824.87
229,0,0,0,790.86,790.86
230,0,0,0,824.87,824.87
231,0,0,0,790.86,790.86
232,0,0,0,824.87,824.87
233,0,0,0,790.86,790.86
234,0,0,0,1326.37,1326.37
235,0,0,0,1314,1314
236,0,0,0,677.82,677.82
237,0,0,0,729,729
238,0,0,0,774.54,774.54
239,0,0,0,742.69,742.69
240,0,0,0,774.54,774.54
241,0,0,0,742.69,742.69
242,0,0,0,774.54,774.54
243,0,0,0,742.69,742.69
244,0,0,0,825.83,825.83
245,0,0,0,791.88,791.88
246,0,0,0,825.83,825.83
247,0,0,0,791.88,791.88
248,0,0,0,825.83,825.83
249,0,0,0,791.88,791.88
250,0,0,0,825.83,825.83
251,0,0,0,791.88,791.88
252,0,0,0,825.83,825.83
253,0,0,0,791.88,791.88
254,0,0,0,1326.17,1326.17
255,0,0,0,1313.81,1313.81
257,0,0,0,730.8,730.8
258,0,0,0,776.22,776.22
259,0,0,0,744.32,744.32
260,0,0,0,776.22,776.22
261,0,0,0,744.32,744.32
262,0,0,0,776.22,776.22
263,0,0,0,744.32,744.32
264,0,0,0,827.62,827.62
265,0,0,0,793.62,793.62
266,0,0,0,827.62,827.62
267,0,0,0,793.62,793.62
268,0,0,0,827.62,827.62
269,0,0,0,793.62,793.62
270,0,0,0,827.62,827.62
271,0,0,0,793.62,793.62
272,0,0,0,1328.97,1328.97
273,0,0,0,1316.56,1316.56
276,0,0,0,749.72,749.72
277,0,0,0,756.56,756.56
278,0,0,0,749.72,749.72
279,0,0,0,756.56,756.56
280,0,0,0,749.72,749.72
281,0,0,0,756.56,756.56
282,0,0,0,799.37,799.37
283,0,0,0,806.66,806.66
284,0,0,0,799.37,799.37
285,0,0,0,806.66,806.66
286,0,0,0,799.37,799.37
287,0,0,0,806.66,806.66
288,0,0,0,799.37,799.37
289,0,0,0,806.66,806.66
290,0,0,0,799.37,799.37
291,0,0,0,806.66,806.66
292,0,0,0,799.37,799.37
293,0,0,0,806.66,806.66
294,0,0,0,799.37,799.37
295,0,0,0,806.66,806.66
296,0,0,0,849.01,849.01
297,0,0,0,856.76,856.76
298,0,0,0,849.01,849.01
299,0,0,0,856.76,856.76
300,0,0,0,849.01,849.01
301,0,0,0,856.76,856.76
